source_airport,source_latitude,source_longitude,destination_airport,destination_latitude,destination_longitude
ORY,48.7233333,2.3794444,TXL,52.5597,13.2877
OSL,60.121,11.0502,TXL,52.5597,13.2877
OTP,44.5711111,26.085,TXL,52.5597,13.2877
PEK,40.080101013183594,116.58499908447266,TXL,52.5597,13.2877
SIN,1.35019,103.994003,AUH,24.433000564575195,54.651100158691406
TXL,52.5597,13.2877,AMM,31.7226009369,35.9931983948
TXL,52.5597,13.2877,ARN,59.651901245117,17.918600082397
TXL,52.5597,13.2877,AUH,24.433000564575195,54.651100158691406
TXL,52.5597,13.2877,BEG,44.8184013367,20.3090991974
TXL,52.5597,13.2877,BUD,47.42976,19.261093
TXL,52.5597,13.2877,CPH,55.617900848389,12.656000137329
TXL,52.5597,13.2877,DME,55.40879821777344,37.90629959106445
TXL,52.5597,13.2877,MAD,40.471926,-3.56264
TXL,52.5597,13.2877,ORY,48.7233333,2.3794444
TXL,52.5597,13.2877,OSL,60.121,11.0502
TXL,52.5597,13.2877,OTP,44.5711111,26.085
TXL,52.5597,13.2877,PEK,40.080101013183594,116.58499908447266
TXL,52.5597,13.2877,WAW,52.1656990051,20.967100143399996
VIE,48.110298156738,16.569700241089,AMM,31.7226009369,35.9931983948
VIE,48.110298156738,16.569700241089,ARN,59.651901245117,17.918600082397
VIE,48.110298156738,16.569700241089,CDG,49.012798,2.55
VIE,48.110298156738,16.569700241089,CPH,55.617900848389,12.656000137329
VIE,48.110298156738,16.569700241089,FCO,41.8002778,12.2388889
VIE,48.110298156738,16.569700241089,HEL,60.317199707031,24.963300704956
VIE,48.110298156738,16.569700241089,MAD,40.471926,-3.56264
WAW,52.1656990051,20.967100143399996,TXL,52.5597,13.2877
AMS,52.308601,4.76389,CPH,55.617900848389,12.656000137329
CPH,55.617900848389,12.656000137329,AMS,52.308601,4.76389
CPH,55.617900848389,12.656000137329,OSL,60.121,11.0502
CPH,55.617900848389,12.656000137329,WAW,52.1656990051,20.967100143399996
DCA,38.8521,-77.037697,YOW,45.3224983215332,-75.66919708251953
EZE,-34.8222,-58.5358,SCL,-33.393001556396484,-70.78579711914062
IAD,38.94449997,-77.45580292,YOW,45.3224983215332,-75.66919708251953
LHR,51.4706,-0.461941,YOW,45.3224983215332,-75.66919708251953
NBO,-1.31923997402,36.9277992249,BRU,50.901401519800004,4.48443984985
SCL,-33.393001556396484,-70.78579711914062,EZE,-34.8222,-58.5358
WAW,52.1656990051,20.967100143399996,CPH,55.617900848389,12.656000137329
YOW,45.3224983215332,-75.66919708251953,DCA,38.8521,-77.037697
YOW,45.3224983215332,-75.66919708251953,IAD,38.94449997,-77.45580292
YOW,45.3224983215332,-75.66919708251953,LHR,51.4706,-0.461941
YOW,45.3224983215332,-75.66919708251953,YXU,43.035599,-81.1539
YXU,43.035599,-81.1539,YOW,45.3224983215332,-75.66919708251953
ABV,9.006790161132812,7.263169765472412,CDG,49.012798,2.55
AMM,31.7226009369,35.9931983948,CDG,49.012798,2.55
AMS,52.308601,4.76389,AUH,24.433000564575195,54.651100158691406
AMS,52.308601,4.76389,CDG,49.012798,2.55
AMS,52.308601,4.76389,KUL,2.745579957962,101.70999908447
AMS,52.308601,4.76389,LCY,51.505299,0.055278
AMS,52.308601,4.76389,TPE,25.0777,121.233002
AMS,52.308601,4.76389,UIO,-0.129166666667,-78.3575
ARN,59.651901245117,17.918600082397,CDG,49.012798,2.55
AUH,24.433000564575195,54.651100158691406,AMS,52.308601,4.76389
AUH,24.433000564575195,54.651100158691406,CDG,49.012798,2.55
BEG,44.8184013367,20.3090991974,CDG,49.012798,2.55
BEY,33.820899963378906,35.488399505615234,CDG,49.012798,2.55
BKK,13.681099891662598,100.74700164794922,CDG,49.012798,2.55
BOG,4.70159,-74.1469,CDG,49.012798,2.55
BSB,-15.86916732788086,-47.920833587646484,CDG,49.012798,2.55
BUD,47.42976,19.261093,CDG,49.012798,2.55
CAI,30.12190055847168,31.40559959411621,CDG,49.012798,2.55
CCS,10.601194,-66.991222,CDG,49.012798,2.55
CDG,49.012798,2.55,ABV,9.006790161132812,7.263169765472412
CDG,49.012798,2.55,AMM,31.7226009369,35.9931983948
CDG,49.012798,2.55,AMS,52.308601,4.76389
CDG,49.012798,2.55,ARN,59.651901245117,17.918600082397
CDG,49.012798,2.55,AUH,24.433000564575195,54.651100158691406
CDG,49.012798,2.55,BEG,44.8184013367,20.3090991974
CDG,49.012798,2.55,BEY,33.820899963378906,35.488399505615234
CDG,49.012798,2.55,BKK,13.681099891662598,100.74700164794922
CDG,49.012798,2.55,BOG,4.70159,-74.1469
CDG,49.012798,2.55,BSB,-15.86916732788086,-47.920833587646484
CDG,49.012798,2.55,BUD,47.42976,19.261093
CDG,49.012798,2.55,CAI,30.12190055847168,31.40559959411621
CDG,49.012798,2.55,CCS,10.601194,-66.991222
CDG,49.012798,2.55,CPH,55.617900848389,12.656000137329
CDG,49.012798,2.55,DUB,53.421299,-6.27007
CDG,49.012798,2.55,EZE,-34.8222,-58.5358
CDG,49.012798,2.55,FCO,41.8002778,12.2388889
CDG,49.012798,2.55,GYD,40.467498779296875,50.04669952392578
CDG,49.012798,2.55,HAN,21.221200942993164,105.80699920654297
CDG,49.012798,2.55,HAV,22.989200592041016,-82.40910339355469
CDG,49.012798,2.55,HEL,60.317199707031,24.963300704956
CDG,49.012798,2.55,HND,35.552299,139.779999
CDG,49.012798,2.55,IAD,38.94449997,-77.45580292
CDG,49.012798,2.55,ICN,37.46910095214844,126.45099639892578
CDG,49.012798,2.55,KBP,50.345001220703125,30.894699096679688
CDG,49.012798,2.55,LIM,-12.0219,-77.114305
CDG,49.012798,2.55,LIS,38.7813,-9.13592
CDG,49.012798,2.55,MAD,40.471926,-3.56264
CDG,49.012798,2.55,MEX,19.4363,-99.072098
CDG,49.012798,2.55,NBO,-1.31923997402,36.9277992249
CDG,49.012798,2.55,NRT,35.7647018433,140.386001587
CDG,49.012798,2.55,OSL,60.121,11.0502
CDG,49.012798,2.55,OTP,44.5711111,26.085
CDG,49.012798,2.55,PEK,40.080101013183594,116.58499908447266
CDG,49.012798,2.55,PRG,50.1008,14.26
CDG,49.012798,2.55,RUH,24.957599639892578,46.69879913330078
CDG,49.012798,2.55,SCL,-33.393001556396484,-70.78579711914062
CDG,49.012798,2.55,SIN,1.35019,103.994003
CDG,49.012798,2.55,SVO,55.972599,37.4146
CDG,49.012798,2.55,TXL,52.5597,13.2877
CDG,49.012798,2.55,WAW,52.1656990051,20.967100143399996
CGK,-6.1255698204,106.65599823,KUL,2.745579957962,101.70999908447
CPH,55.617900848389,12.656000137329,CDG,49.012798,2.55
DUB,53.421299,-6.27007,CDG,49.012798,2.55
DUB,53.421299,-6.27007,LCY,51.505299,0.055278
EZE,-34.8222,-58.5358,CDG,49.012798,2.55
FCO,41.8002778,12.2388889,CDG,49.012798,2.55
FCO,41.8002778,12.2388889,LCY,51.505299,0.055278
GYD,40.467498779296875,50.04669952392578,CDG,49.012798,2.55
HAN,21.221200942993164,105.80699920654297,CDG,49.012798,2.55
HAV,22.989200592041016,-82.40910339355469,CDG,49.012798,2.55
HEL,60.317199707031,24.963300704956,CDG,49.012798,2.55
HND,35.552299,139.779999,CDG,49.012798,2.55
IAD,38.94449997,-77.45580292,CDG,49.012798,2.55
ICN,37.46910095214844,126.45099639892578,CDG,49.012798,2.55
KBP,50.345001220703125,30.894699096679688,CDG,49.012798,2.55
KUL,2.745579957962,101.70999908447,AMS,52.308601,4.76389
KUL,2.745579957962,101.70999908447,CGK,-6.1255698204,106.65599823
LCY,51.505299,0.055278,AMS,52.308601,4.76389
LCY,51.505299,0.055278,DUB,53.421299,-6.27007
LCY,51.505299,0.055278,FCO,41.8002778,12.2388889
LCY,51.505299,0.055278,ORY,48.7233333,2.3794444
LIM,-12.0219,-77.114305,CDG,49.012798,2.55
LIS,38.7813,-9.13592,CDG,49.012798,2.55
MAD,40.471926,-3.56264,CDG,49.012798,2.55
MAD,40.471926,-3.56264,ORY,48.7233333,2.3794444
MEX,19.4363,-99.072098,CDG,49.012798,2.55
NBO,-1.31923997402,36.9277992249,CDG,49.012798,2.55
NRT,35.7647018433,140.386001587,CDG,49.012798,2.55
ORY,48.7233333,2.3794444,LCY,51.505299,0.055278
ORY,48.7233333,2.3794444,MAD,40.471926,-3.56264
OSL,60.121,11.0502,CDG,49.012798,2.55
OTP,44.5711111,26.085,CDG,49.012798,2.55
PEK,40.080101013183594,116.58499908447266,CDG,49.012798,2.55
PRG,50.1008,14.26,CDG,49.012798,2.55
RUH,24.957599639892578,46.69879913330078,CDG,49.012798,2.55
SCL,-33.393001556396484,-70.78579711914062,CDG,49.012798,2.55
SIN,1.35019,103.994003,CDG,49.012798,2.55
SVO,55.972599,37.4146,CDG,49.012798,2.55
TPE,25.0777,121.233002,AMS,52.308601,4.76389
TXL,52.5597,13.2877,CDG,49.012798,2.55
WAW,52.1656990051,20.967100143399996,CDG,49.012798,2.55
ICN,37.46910095214844,126.45099639892578,SIN,1.35019,103.994003
SIN,1.35019,103.994003,ICN,37.46910095214844,126.45099639892578
DMK,13.9125995636,100.607002258,KUL,2.745579957962,101.70999908447
HAN,21.221200942993164,105.80699920654297,KUL,2.745579957962,101.70999908447
KUL,2.745579957962,101.70999908447,DMK,13.9125995636,100.607002258
KUL,2.745579957962,101.70999908447,HAN,21.221200942993164,105.80699920654297
BRU,50.901401519800004,4.48443984985,MAD,40.471926,-3.56264
CCS,10.601194,-66.991222,MEX,19.4363,-99.072098
EZE,-34.8222,-58.5358,MEX,19.4363,-99.072098
IAD,38.94449997,-77.45580292,MEX,19.4363,-99.072098
LHR,51.4706,-0.461941,MEX,19.4363,-99.072098
LIM,-12.0219,-77.114305,MEX,19.4363,-99.072098
MAD,40.471926,-3.56264,BRU,50.901401519800004,4.48443984985
MAD,40.471926,-3.56264,MEX,19.4363,-99.072098
MEX,19.4363,-99.072098,CCS,10.601194,-66.991222
MEX,19.4363,-99.072098,EZE,-34.8222,-58.5358
MEX,19.4363,-99.072098,IAD,38.94449997,-77.45580292
MEX,19.4363,-99.072098,LHR,51.4706,-0.461941
MEX,19.4363,-99.072098,LIM,-12.0219,-77.114305
MEX,19.4363,-99.072098,MAD,40.471926,-3.56264
MEX,19.4363,-99.072098,SCL,-33.393001556396484,-70.78579711914062
MEX,19.4363,-99.072098,UIO,-0.129166666667,-78.3575
NRT,35.7647018433,140.386001587,MEX,19.4363,-99.072098
SCL,-33.393001556396484,-70.78579711914062,MEX,19.4363,-99.072098
UIO,-0.129166666667,-78.3575,MEX,19.4363,-99.072098
AEP,-34.5592,-58.4156,ASU,-25.239999771118164,-57.52000045776367
AEP,-34.5592,-58.4156,SCL,-33.393001556396484,-70.78579711914062
ASU,-25.239999771118164,-57.52000045776367,AEP,-34.5592,-58.4156
ASU,-25.239999771118164,-57.52000045776367,EZE,-34.8222,-58.5358
BOG,4.70159,-74.1469,EZE,-34.8222,-58.5358
BSB,-15.86916732788086,-47.920833587646484,EZE,-34.8222,-58.5358
CCS,10.601194,-66.991222,EZE,-34.8222,-58.5358
EZE,-34.8222,-58.5358,ASU,-25.239999771118164,-57.52000045776367
EZE,-34.8222,-58.5358,BOG,4.70159,-74.1469
EZE,-34.8222,-58.5358,BSB,-15.86916732788086,-47.920833587646484
EZE,-34.8222,-58.5358,CCS,10.601194,-66.991222
EZE,-34.8222,-58.5358,FCO,41.8002778,12.2388889
EZE,-34.8222,-58.5358,LIM,-12.0219,-77.114305
EZE,-34.8222,-58.5358,MAD,40.471926,-3.56264
FCO,41.8002778,12.2388889,EZE,-34.8222,-58.5358
LIM,-12.0219,-77.114305,EZE,-34.8222,-58.5358
MAD,40.471926,-3.56264,EZE,-34.8222,-58.5358
SCL,-33.393001556396484,-70.78579711914062,AEP,-34.5592,-58.4156
CAI,30.12190055847168,31.40559959411621,RUH,24.957599639892578,46.69879913330078
RUH,24.957599639892578,46.69879913330078,CAI,30.12190055847168,31.40559959411621
ASU,-25.239999771118164,-57.52000045776367,LIM,-12.0219,-77.114305
BOG,4.70159,-74.1469,CCS,10.601194,-66.991222
BOG,4.70159,-74.1469,HAV,22.989200592041016,-82.40910339355469
BOG,4.70159,-74.1469,IAD,38.94449997,-77.45580292
BOG,4.70159,-74.1469,LIM,-12.0219,-77.114305
BOG,4.70159,-74.1469,MAD,40.471926,-3.56264
BOG,4.70159,-74.1469,SCL,-33.393001556396484,-70.78579711914062
CCS,10.601194,-66.991222,BOG,4.70159,-74.1469
CCS,10.601194,-66.991222,LIM,-12.0219,-77.114305
HAV,22.989200592041016,-82.40910339355469,BOG,4.70159,-74.1469
IAD,38.94449997,-77.45580292,BOG,4.70159,-74.1469
LIM,-12.0219,-77.114305,ASU,-25.239999771118164,-57.52000045776367
LIM,-12.0219,-77.114305,BOG,4.70159,-74.1469
LIM,-12.0219,-77.114305,CCS,10.601194,-66.991222
LIM,-12.0219,-77.114305,UIO,-0.129166666667,-78.3575
MAD,40.471926,-3.56264,BOG,4.70159,-74.1469
SCL,-33.393001556396484,-70.78579711914062,BOG,4.70159,-74.1469
UIO,-0.129166666667,-78.3575,LIM,-12.0219,-77.114305
AMS,52.308601,4.76389,HEL,60.317199707031,24.963300704956
AMS,52.308601,4.76389,LIS,38.7813,-9.13592
ARN,59.651901245117,17.918600082397,HEL,60.317199707031,24.963300704956
BKK,13.681099891662598,100.74700164794922,HEL,60.317199707031,24.963300704956
BMA,59.354400634765625,17.941699981689453,HEL,60.317199707031,24.963300704956
BRU,50.901401519800004,4.48443984985,HEL,60.317199707031,24.963300704956
BRU,50.901401519800004,4.48443984985,LIS,38.7813,-9.13592
BUD,47.42976,19.261093,HEL,60.317199707031,24.963300704956
CPH,55.617900848389,12.656000137329,HEL,60.317199707031,24.963300704956
DME,55.40879821777344,37.90629959106445,HEL,60.317199707031,24.963300704956
FCO,41.8002778,12.2388889,HEL,60.317199707031,24.963300704956
HEL,60.317199707031,24.963300704956,AMS,52.308601,4.76389
HEL,60.317199707031,24.963300704956,ARN,59.651901245117,17.918600082397
HEL,60.317199707031,24.963300704956,BKK,13.681099891662598,100.74700164794922
HEL,60.317199707031,24.963300704956,BMA,59.354400634765625,17.941699981689453
HEL,60.317199707031,24.963300704956,BRU,50.901401519800004,4.48443984985
HEL,60.317199707031,24.963300704956,BUD,47.42976,19.261093
HEL,60.317199707031,24.963300704956,CPH,55.617900848389,12.656000137329
HEL,60.317199707031,24.963300704956,DME,55.40879821777344,37.90629959106445
HEL,60.317199707031,24.963300704956,FCO,41.8002778,12.2388889
HEL,60.317199707031,24.963300704956,ICN,37.46910095214844,126.45099639892578
HEL,60.317199707031,24.963300704956,LIS,38.7813,-9.13592
HEL,60.317199707031,24.963300704956,MAD,40.471926,-3.56264
HEL,60.317199707031,24.963300704956,NRT,35.7647018433,140.386001587
HEL,60.317199707031,24.963300704956,OSL,60.121,11.0502
HEL,60.317199707031,24.963300704956,PEK,40.080101013183594,116.58499908447266
HEL,60.317199707031,24.963300704956,PRG,50.1008,14.26
HEL,60.317199707031,24.963300704956,SIN,1.35019,103.994003
HEL,60.317199707031,24.963300704956,SVO,55.972599,37.4146
HEL,60.317199707031,24.963300704956,WAW,52.1656990051,20.967100143399996
ICN,37.46910095214844,126.45099639892578,HEL,60.317199707031,24.963300704956
LIS,38.7813,-9.13592,AMS,52.308601,4.76389
LIS,38.7813,-9.13592,BRU,50.901401519800004,4.48443984985
LIS,38.7813,-9.13592,HEL,60.317199707031,24.963300704956
MAD,40.471926,-3.56264,HEL,60.317199707031,24.963300704956
NRT,35.7647018433,140.386001587,HEL,60.317199707031,24.963300704956
OSL,60.121,11.0502,HEL,60.317199707031,24.963300704956
PEK,40.080101013183594,116.58499908447266,HEL,60.317199707031,24.963300704956
PRG,50.1008,14.26,HEL,60.317199707031,24.963300704956
SIN,1.35019,103.994003,HEL,60.317199707031,24.963300704956
SVO,55.972599,37.4146,HEL,60.317199707031,24.963300704956
WAW,52.1656990051,20.967100143399996,HEL,60.317199707031,24.963300704956
ACC,5.605189800262451,-0.16678600013256073,FCO,41.8002778,12.2388889
AMM,31.7226009369,35.9931983948,FCO,41.8002778,12.2388889
AMS,52.308601,4.76389,ARN,59.651901245117,17.918600082397
AMS,52.308601,4.76389,FCO,41.8002778,12.2388889
AMS,52.308601,4.76389,LIM,-12.0219,-77.114305
AMS,52.308601,4.76389,NBO,-1.31923997402,36.9277992249
AMS,52.308601,4.76389,TXL,52.5597,13.2877
ARN,59.651901245117,17.918600082397,AMS,52.308601,4.76389
AUH,24.433000564575195,54.651100158691406,BKK,13.681099891662598,100.74700164794922
AUH,24.433000564575195,54.651100158691406,CGK,-6.1255698204,106.65599823
AUH,24.433000564575195,54.651100158691406,FCO,41.8002778,12.2388889
AUH,24.433000564575195,54.651100158691406,KUL,2.745579957962,101.70999908447
AUH,24.433000564575195,54.651100158691406,NBO,-1.31923997402,36.9277992249
BEG,44.8184013367,20.3090991974,FCO,41.8002778,12.2388889
BEY,33.820899963378906,35.488399505615234,FCO,41.8002778,12.2388889
BKK,13.681099891662598,100.74700164794922,AUH,24.433000564575195,54.651100158691406
BRU,50.901401519800004,4.48443984985,FCO,41.8002778,12.2388889
BUD,47.42976,19.261093,FCO,41.8002778,12.2388889
CAI,30.12190055847168,31.40559959411621,FCO,41.8002778,12.2388889
CCS,10.601194,-66.991222,FCO,41.8002778,12.2388889
CGK,-6.1255698204,106.65599823,AUH,24.433000564575195,54.651100158691406
CPH,55.617900848389,12.656000137329,FCO,41.8002778,12.2388889
FCO,41.8002778,12.2388889,AMM,31.7226009369,35.9931983948
FCO,41.8002778,12.2388889,AMS,52.308601,4.76389
FCO,41.8002778,12.2388889,AUH,24.433000564575195,54.651100158691406
FCO,41.8002778,12.2388889,BEG,44.8184013367,20.3090991974
FCO,41.8002778,12.2388889,BEY,33.820899963378906,35.488399505615234
FCO,41.8002778,12.2388889,BRU,50.901401519800004,4.48443984985
FCO,41.8002778,12.2388889,BUD,47.42976,19.261093
FCO,41.8002778,12.2388889,CAI,30.12190055847168,31.40559959411621
FCO,41.8002778,12.2388889,CCS,10.601194,-66.991222
FCO,41.8002778,12.2388889,CPH,55.617900848389,12.656000137329
FCO,41.8002778,12.2388889,GYD,40.467498779296875,50.04669952392578
FCO,41.8002778,12.2388889,ICN,37.46910095214844,126.45099639892578
FCO,41.8002778,12.2388889,IKA,35.416099548339844,51.152198791503906
FCO,41.8002778,12.2388889,KBP,50.345001220703125,30.894699096679688
FCO,41.8002778,12.2388889,LIS,38.7813,-9.13592
FCO,41.8002778,12.2388889,MAD,40.471926,-3.56264
FCO,41.8002778,12.2388889,NRT,35.7647018433,140.386001587
FCO,41.8002778,12.2388889,OTP,44.5711111,26.085
FCO,41.8002778,12.2388889,PRG,50.1008,14.26
FCO,41.8002778,12.2388889,RUH,24.957599639892578,46.69879913330078
FCO,41.8002778,12.2388889,SVO,55.972599,37.4146
FCO,41.8002778,12.2388889,WAW,52.1656990051,20.967100143399996
GYD,40.467498779296875,50.04669952392578,FCO,41.8002778,12.2388889
IKA,35.416099548339844,51.152198791503906,FCO,41.8002778,12.2388889
KBP,50.345001220703125,30.894699096679688,FCO,41.8002778,12.2388889
KUL,2.745579957962,101.70999908447,AUH,24.433000564575195,54.651100158691406
LIM,-12.0219,-77.114305,AMS,52.308601,4.76389
LIS,38.7813,-9.13592,FCO,41.8002778,12.2388889
MAD,40.471926,-3.56264,FCO,41.8002778,12.2388889
NBO,-1.31923997402,36.9277992249,AMS,52.308601,4.76389
NBO,-1.31923997402,36.9277992249,AUH,24.433000564575195,54.651100158691406
NRT,35.7647018433,140.386001587,FCO,41.8002778,12.2388889
OTP,44.5711111,26.085,FCO,41.8002778,12.2388889
PEK,40.080101013183594,116.58499908447266,AUH,24.433000564575195,54.651100158691406
PRG,50.1008,14.26,FCO,41.8002778,12.2388889
RUH,24.957599639892578,46.69879913330078,FCO,41.8002778,12.2388889
SVO,55.972599,37.4146,FCO,41.8002778,12.2388889
TXL,52.5597,13.2877,AMS,52.308601,4.76389
WAW,52.1656990051,20.967100143399996,FCO,41.8002778,12.2388889
BEG,44.8184013367,20.3090991974,BUD,47.42976,19.261093
BUD,47.42976,19.261093,BEG,44.8184013367,20.3090991974
ABV,9.006790161132812,7.263169765472412,LHR,51.4706,-0.461941
AMM,31.7226009369,35.9931983948,LHR,51.4706,-0.461941
AMS,52.308601,4.76389,LGW,51.148102,-0.190278
ARN,59.651901245117,17.918600082397,LCY,51.505299,0.055278
BEY,33.820899963378906,35.488399505615234,LHR,51.4706,-0.461941
BKK,13.681099891662598,100.74700164794922,LHR,51.4706,-0.461941
CAI,30.12190055847168,31.40559959411621,LHR,51.4706,-0.461941
DME,55.40879821777344,37.90629959106445,LHR,51.4706,-0.461941
EZE,-34.8222,-58.5358,LHR,51.4706,-0.461941
FCO,41.8002778,12.2388889,LGW,51.148102,-0.190278
GYD,40.467498779296875,50.04669952392578,LHR,51.4706,-0.461941
HND,35.552299,139.779999,LHR,51.4706,-0.461941
ICN,37.46910095214844,126.45099639892578,LHR,51.4706,-0.461941
KBP,50.345001220703125,30.894699096679688,LHR,51.4706,-0.461941
KIN,17.935699462890625,-76.7874984741211,LGW,51.148102,-0.190278
LCY,51.505299,0.055278,ARN,59.651901245117,17.918600082397
LCY,51.505299,0.055278,MAD,40.471926,-3.56264
LGW,51.148102,-0.190278,AMS,52.308601,4.76389
LGW,51.148102,-0.190278,FCO,41.8002778,12.2388889
LGW,51.148102,-0.190278,KIN,17.935699462890625,-76.7874984741211
LHR,51.4706,-0.461941,ABV,9.006790161132812,7.263169765472412
LHR,51.4706,-0.461941,AMM,31.7226009369,35.9931983948
LHR,51.4706,-0.461941,BEY,33.820899963378906,35.488399505615234
LHR,51.4706,-0.461941,BKK,13.681099891662598,100.74700164794922
LHR,51.4706,-0.461941,CAI,30.12190055847168,31.40559959411621
LHR,51.4706,-0.461941,DME,55.40879821777344,37.90629959106445
LHR,51.4706,-0.461941,EZE,-34.8222,-58.5358
LHR,51.4706,-0.461941,GYD,40.467498779296875,50.04669952392578
LHR,51.4706,-0.461941,HND,35.552299,139.779999
LHR,51.4706,-0.461941,ICN,37.46910095214844,126.45099639892578
LHR,51.4706,-0.461941,KBP,50.345001220703125,30.894699096679688
LHR,51.4706,-0.461941,MAD,40.471926,-3.56264
LHR,51.4706,-0.461941,NRT,35.7647018433,140.386001587
LHR,51.4706,-0.461941,PEK,40.080101013183594,116.58499908447266
LHR,51.4706,-0.461941,RUH,24.957599639892578,46.69879913330078
LHR,51.4706,-0.461941,SIN,1.35019,103.994003
MAD,40.471926,-3.56264,LCY,51.505299,0.055278
MAD,40.471926,-3.56264,LHR,51.4706,-0.461941
NRT,35.7647018433,140.386001587,LHR,51.4706,-0.461941
PEK,40.080101013183594,116.58499908447266,LHR,51.4706,-0.461941
RUH,24.957599639892578,46.69879913330078,LHR,51.4706,-0.461941
SIN,1.35019,103.994003,LHR,51.4706,-0.461941
DAC,23.843347,90.397783,FCO,41.8002778,12.2388889
DAC,23.843347,90.397783,LHR,51.4706,-0.461941
DAC,23.843347,90.397783,SIN,1.35019,103.994003
FCO,41.8002778,12.2388889,DAC,23.843347,90.397783
LHR,51.4706,-0.461941,DAC,23.843347,90.397783
RUH,24.957599639892578,46.69879913330078,DAC,23.843347,90.397783
SIN,1.35019,103.994003,DAC,23.843347,90.397783
AMS,52.308601,4.76389,BKK,13.681099891662598,100.74700164794922
BKK,13.681099891662598,100.74700164794922,AMS,52.308601,4.76389
BKK,13.681099891662598,100.74700164794922,TPE,25.0777,121.233002
BKK,13.681099891662598,100.74700164794922,VIE,48.110298156738,16.569700241089
CDG,49.012798,2.55,TPE,25.0777,121.233002
CGK,-6.1255698204,106.65599823,TPE,25.0777,121.233002
GMP,37.5583,126.791,TSA,25.069400787353516,121.552001953125
HAN,21.221200942993164,105.80699920654297,TPE,25.0777,121.233002
HND,35.552299,139.779999,TSA,25.069400787353516,121.552001953125
ICN,37.46910095214844,126.45099639892578,TPE,25.0777,121.233002
KUL,2.745579957962,101.70999908447,TPE,25.0777,121.233002
PEK,40.080101013183594,116.58499908447266,TPE,25.0777,121.233002
TPE,25.0777,121.233002,BKK,13.681099891662598,100.74700164794922
TPE,25.0777,121.233002,CDG,49.012798,2.55
TPE,25.0777,121.233002,CGK,-6.1255698204,106.65599823
TPE,25.0777,121.233002,HAN,21.221200942993164,105.80699920654297
TPE,25.0777,121.233002,ICN,37.46910095214844,126.45099639892578
TPE,25.0777,121.233002,KUL,2.745579957962,101.70999908447
TPE,25.0777,121.233002,PEK,40.080101013183594,116.58499908447266
TSA,25.069400787353516,121.552001953125,GMP,37.5583,126.791
TSA,25.069400787353516,121.552001953125,HND,35.552299,139.779999
VIE,48.110298156738,16.569700241089,BKK,13.681099891662598,100.74700164794922
AUH,24.433000564575195,54.651100158691406,BRU,50.901401519800004,4.48443984985
BRU,50.901401519800004,4.48443984985,AUH,24.433000564575195,54.651100158691406
DME,55.40879821777344,37.90629959106445,FCO,41.8002778,12.2388889
FCO,41.8002778,12.2388889,DME,55.40879821777344,37.90629959106445
FCO,41.8002778,12.2388889,HAV,22.989200592041016,-82.40910339355469
ADD,8.97789001465,38.799301147499996,PEK,40.080101013183594,116.58499908447266
ARN,59.651901245117,17.918600082397,PEK,40.080101013183594,116.58499908447266
BKK,13.681099891662598,100.74700164794922,PEK,40.080101013183594,116.58499908447266
CAI,30.12190055847168,31.40559959411621,PEK,40.080101013183594,116.58499908447266
CPH,55.617900848389,12.656000137329,PEK,40.080101013183594,116.58499908447266
FCO,41.8002778,12.2388889,PEK,40.080101013183594,116.58499908447266
FNJ,39.224098,125.669998,PEK,40.080101013183594,116.58499908447266
GMP,37.5583,126.791,PEK,40.080101013183594,116.58499908447266
HND,35.552299,139.779999,PEK,40.080101013183594,116.58499908447266
IAD,38.94449997,-77.45580292,PEK,40.080101013183594,116.58499908447266
ICN,37.46910095214844,126.45099639892578,PEK,40.080101013183594,116.58499908447266
LGW,51.148102,-0.190278,PEK,40.080101013183594,116.58499908447266
MAD,40.471926,-3.56264,PEK,40.080101013183594,116.58499908447266
NRT,35.7647018433,140.386001587,PEK,40.080101013183594,116.58499908447266
PEK,40.080101013183594,116.58499908447266,ADD,8.97789001465,38.799301147499996
PEK,40.080101013183594,116.58499908447266,ARN,59.651901245117,17.918600082397
PEK,40.080101013183594,116.58499908447266,BKK,13.681099891662598,100.74700164794922
PEK,40.080101013183594,116.58499908447266,CAI,30.12190055847168,31.40559959411621
PEK,40.080101013183594,116.58499908447266,CPH,55.617900848389,12.656000137329
PEK,40.080101013183594,116.58499908447266,FCO,41.8002778,12.2388889
PEK,40.080101013183594,116.58499908447266,FNJ,39.224098,125.669998
PEK,40.080101013183594,116.58499908447266,GMP,37.5583,126.791
PEK,40.080101013183594,116.58499908447266,HND,35.552299,139.779999
PEK,40.080101013183594,116.58499908447266,IAD,38.94449997,-77.45580292
PEK,40.080101013183594,116.58499908447266,ICN,37.46910095214844,126.45099639892578
PEK,40.080101013183594,116.58499908447266,LGW,51.148102,-0.190278
PEK,40.080101013183594,116.58499908447266,MAD,40.471926,-3.56264
PEK,40.080101013183594,116.58499908447266,NRT,35.7647018433,140.386001587
PEK,40.080101013183594,116.58499908447266,SIN,1.35019,103.994003
PEK,40.080101013183594,116.58499908447266,SVO,55.972599,37.4146
PEK,40.080101013183594,116.58499908447266,VIE,48.110298156738,16.569700241089
PEK,40.080101013183594,116.58499908447266,WAW,52.1656990051,20.967100143399996
SIN,1.35019,103.994003,PEK,40.080101013183594,116.58499908447266
SVO,55.972599,37.4146,PEK,40.080101013183594,116.58499908447266
VIE,48.110298156738,16.569700241089,PEK,40.080101013183594,116.58499908447266
